COMPANY_CD(String),ContactName(String),COMPANY_NM(String),PRODUCT_CD(Integer),PRODUCT_NM(String),QTY(Integer),discount(Float),COST(Float),OrderDate(DateTime)
BOTTM,Elizabeth Lincoln,Bottom-Dollar Markets,75,Rhonbrau Klosterbier,10,0,"7.75",04/24/1996 0:00:00
BOTTM,Elizabeth Lincoln,Bottom-Dollar Markets,60,Camembert Pierrot,25,"0.25",34,04/01/1996 0:00:00
BOTTM,Elizabeth Lincoln,Bottom-Dollar Markets,10,Ikura,30,0,31,04/12/1996 0:00:00
BOTTM,Elizabeth Lincoln,Bottom-Dollar Markets,42,Singaporean Hokkien Fried Mee,20,"0.05","11.2",05/02/1995 0:00:00
BOTTM,Elizabeth Lincoln,Bottom-Dollar Markets,6,Grandma's Boysenberry Spread,12,0,25,04/12/1996 0:00:00
BOTTM,Elizabeth Lincoln,Bottom-Dollar Markets,59,Raclette Courdavault,9,"0.2",44,02/10/1995 0:00:00
BOTTM,Elizabeth Lincoln,Bottom-Dollar Markets,62,Tarte au sucre,60,0,"49.3",04/12/1996 0:00:00
BOTTM,Elizabeth Lincoln,Bottom-Dollar Markets,62,Tarte au sucre,21,"0.25","49.3",05/16/1996 0:00:00
BOTTM,Elizabeth Lincoln,Bottom-Dollar Markets,11,Queso Cabrales,5,"0.25",21,04/11/1996 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,70,Outback Lager,7,0,15,06/15/1995 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,13,Konbu,8,0,6,06/16/1995 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,51,Manjimup Dried Apples,3,0,"42.4",04/24/1995 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,57,Ravioli Angelo,6,0,"19.5",07/25/1995 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,59,Raclette Courdavault,4,0,55,04/12/1996 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,7,Uncle Bob's Organic Dried Pears,30,0,24,04/11/1995 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,33,Geitost,15,0,"2.5",06/16/1995 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,13,Konbu,15,0,6,04/10/1996 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,49,Maxilaku,6,0,20,06/16/1995 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,35,Steeleye Stout,20,0,18,07/25/1995 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,56,Gnocchi di nonna Alice,20,0,"30.4",04/11/1995 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,21,Sir Rodney's Scones,14,0,8,04/24/1995 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,40,Boston Crab Meat,10,0,"14.7",04/24/1995 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,64,Wimmers gute Semmelknodel,9,0,"26.6",09/26/1994 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,7,Uncle Bob's Organic Dried Pears,4,0,30,05/14/1996 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,21,Sir Rodney's Scones,15,0,10,06/16/1995 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,43,Ipoh Coffee,30,0,46,05/14/1996 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,46,Spegesild,15,0,12,04/10/1996 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,62,Tarte au sucre,10,0,"49.3",08/15/1995 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,3,Aniseed Syrup,30,0,8,09/26/1994 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,72,Mozzarella di Giovanni,1,0,"34.8",06/15/1995 0:00:00
BSBEV,Victoria Ashworth,B's Beverages,22,Gustaf's Knackebrod,21,0,21,04/10/1996 0:00:00
CACTU,Patricio Simpson,Cactus Comidas para llevar,28,Rossle Sauerkraut,8,0,"45.6",04/09/1996 0:00:00
CACTU,Patricio Simpson,Cactus Comidas para llevar,35,Steeleye Stout,3,0,18,05/30/1995 0:00:00
CACTU,Patricio Simpson,Cactus Comidas para llevar,41,Jack's New England Clam Chowder,10,0,"9.65",05/30/1995 0:00:00
CACTU,Patricio Simpson,Cactus Comidas para llevar,33,Geitost,10,0,"2.5",05/28/1996 0:00:00
CACTU,Patricio Simpson,Cactus Comidas para llevar,34,Sasquatch Ale,20,0,14,04/09/1996 0:00:00
CACTU,Patricio Simpson,Cactus Comidas para llevar,67,Laughing Lumberjack Lager,20,0,14,05/28/1996 0:00:00
CACTU,Patricio Simpson,Cactus Comidas para llevar,43,Ipoh Coffee,7,0,46,02/07/1996 0:00:00
CACTU,Patricio Simpson,Cactus Comidas para llevar,31,Gorgonzola Telino,1,0,"12.5",01/17/1996 0:00:00
CACTU,Patricio Simpson,Cactus Comidas para llevar,68,Scottish Longbreads,6,0,"12.5",05/30/1995 0:00:00
CACTU,Patricio Simpson,Cactus Comidas para llevar,75,Rhonbrau Klosterbier,20,0,"7.75",02/07/1996 0:00:00
CACTU,Patricio Simpson,Cactus Comidas para llevar,73,Rod Kaviar,10,0,15,03/13/1996 0:00:00
CENTC,Francisco Chang,Centro comercial Moctezuma,37,Gravad lax,1,0,"20.8",08/18/1994 0:00:00
CENTC,Francisco Chang,Centro comercial Moctezuma,21,Sir Rodney's Scones,10,0,8,08/18/1994 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,63,Vegie-spread,12,0,"43.9",05/16/1996 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,63,Vegie-spread,30,0,"43.9",05/22/1996 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,42,Singaporean Hokkien Fried Mee,28,0,14,12/20/1995 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,1,Chai,15,"0.15","14.4",01/03/1995 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,13,Konbu,6,0,6,12/20/1995 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,62,Tarte au sucre,12,"0.15","49.3",04/19/1996 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,56,Gnocchi di nonna Alice,40,0,38,05/29/1995 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,56,Gnocchi di nonna Alice,20,0,38,05/16/1996 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,64,Wimmers gute Semmelknodel,30,0,"26.6",01/03/1995 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,56,Gnocchi di nonna Alice,12,"0.15",38,04/19/1996 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,51,Manjimup Dried Apples,30,"0.05",53,12/07/1995 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,21,Sir Rodney's Scones,40,"0.05",10,12/07/1995 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,60,Camembert Pierrot,10,"0.05",34,05/29/1995 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,62,Tarte au sucre,9,0,"49.3",12/20/1995 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,74,Longlife Tofu,21,0,8,08/11/1994 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,55,Pate chinois,21,"0.15","19.2",08/11/1994 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,2,Chang,30,"0.2",19,05/22/1996 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,74,Longlife Tofu,20,"0.15",8,01/03/1995 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,24,Guarana Fantastica,15,"0.15","3.6",08/11/1994 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,37,Gravad lax,8,0,26,04/19/1996 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,69,Gudbrandsdalsost,40,0,36,12/20/1995 0:00:00
CHOPS,Yang Wang,Chop-suey Chinese,10,Ikura,16,"0.05",31,05/29/1995 0:00:00
COMMI,Pedro Afonso,Comercio Mineiro,49,Maxilaku,15,0,16,09/27/1994 0:00:00
COMMI,Pedro Afonso,Comercio Mineiro,29,Thuringer Rostbratwurst,15,0,99,09/27/1994 0:00:00
COMMI,Pedro Afonso,Comercio Mineiro,61,Sirop d'erable,4,0,"28.5",05/22/1996 0:00:00
COMMI,Pedro Afonso,Comercio Mineiro,44,Gula Malacca,15,0,"19.45",05/22/1996 0:00:00
COMMI,Pedro Afonso,Comercio Mineiro,5,Chef Anton's Gumbo Mix,20,0,17,09/27/1994 0:00:00
COMMI,Pedro Afonso,Comercio Mineiro,56,Gnocchi di nonna Alice,30,0,"30.4",05/03/1995 0:00:00
COMMI,Pedro Afonso,Comercio Mineiro,11,Queso Cabrales,10,0,"16.8",04/06/1995 0:00:00
COMMI,Pedro Afonso,Comercio Mineiro,77,Original Frankfurter grune Sosse,10,0,"10.4",09/27/1994 0:00:00
COMMI,Pedro Afonso,Comercio Mineiro,46,Spegesild,9,0,12,04/22/1996 0:00:00
COMMI,Pedro Afonso,Comercio Mineiro,46,Spegesild,5,0,"9.6",04/06/1995 0:00:00
CONSH,Elizabeth Brown,Consolidated Holdings,9,Mishi Kobe Niku,3,0,97,02/23/1996 0:00:00
CONSH,Elizabeth Brown,Consolidated Holdings,5,Chef Anton's Gumbo Mix,30,0,"21.35",02/23/1996 0:00:00
CONSH,Elizabeth Brown,Consolidated Holdings,22,Gustaf's Knackebrod,12,0,"16.8",03/07/1995 0:00:00
CONSH,Elizabeth Brown,Consolidated Holdings,13,Konbu,1,0,"4.8",04/03/1995 0:00:00
CONSH,Elizabeth Brown,Consolidated Holdings,2,Chang,10,0,"15.2",03/07/1995 0:00:00
CONSH,Elizabeth Brown,Consolidated Holdings,23,Tunnbrod,21,0,"7.2",04/03/1995 0:00:00
CONSH,Elizabeth Brown,Consolidated Holdings,72,Mozzarella di Giovanni,10,0,"27.8",03/07/1995 0:00:00
DRACD,Sven Ottlieb,Drachenblut Delikatessen,11,Queso Cabrales,20,0,21,01/25/1996 0:00:00
DRACD,Sven Ottlieb,Drachenblut Delikatessen,59,Raclette Courdavault,30,0,55,05/20/1996 0:00:00
DRACD,Sven Ottlieb,Drachenblut Delikatessen,76,Lakkalikoori,12,0,"14.4",12/27/1994 0:00:00
DRACD,Sven Ottlieb,Drachenblut Delikatessen,41,Jack's New England Clam Chowder,9,0,"9.65",06/03/1996 0:00:00
DRACD,Sven Ottlieb,Drachenblut Delikatessen,26,Gumbar Gummibarchen,12,0,"31.23",02/09/1996 0:00:00
DRACD,Sven Ottlieb,Drachenblut Delikatessen,53,Perth Pasties,20,0,"32.8",02/09/1996 0:00:00
DRACD,Sven Ottlieb,Drachenblut Delikatessen,75,Rhonbrau Klosterbier,12,0,"6.2",12/27/1994 0:00:00
DRACD,Sven Ottlieb,Drachenblut Delikatessen,13,Konbu,7,0,6,05/20/1996 0:00:00
DRACD,Sven Ottlieb,Drachenblut Delikatessen,13,Konbu,18,0,"4.8",01/23/1995 0:00:00
DRACD,Sven Ottlieb,Drachenblut Delikatessen,31,Gorgonzola Telino,20,0,10,12/27/1994 0:00:00
DUMON,Janine Labrune,Du monde entier,21,Sir Rodney's Scones,6,0,10,08/24/1995 0:00:00
DUMON,Janine Labrune,Du monde entier,10,Ikura,10,0,31,08/24/1995 0:00:00
DUMON,Janine Labrune,Du monde entier,1,Chai,3,0,18,08/24/1995 0:00:00
DUMON,Janine Labrune,Du monde entier,42,Singaporean Hokkien Fried Mee,6,0,"11.2",10/21/1994 0:00:00
DUMON,Janine Labrune,Du monde entier,41,Jack's New England Clam Chowder,14,0,"9.65",03/18/1996 0:00:00
DUMON,Janine Labrune,Du monde entier,69,Gudbrandsdalsost,7,0,"28.8",10/21/1994 0:00:00
DUMON,Janine Labrune,Du monde entier,52,Filo Mix,9,0,7,10/27/1995 0:00:00
DUMON,Janine Labrune,Du monde entier,34,Sasquatch Ale,10,0,14,03/18/1996 0:00:00
DUMON,Janine Labrune,Du monde entier,17,Alice Mutton,15,0,39,03/18/1996 0:00:00
EASTC,Ann Devon,Eastern Connection,66,Louisiana Hot Spiced Okra,24,0,17,06/09/1995 0:00:00
EASTC,Ann Devon,Eastern Connection,72,Mozzarella di Giovanni,20,0,"34.8",04/30/1996 0:00:00
EASTC,Ann Devon,Eastern Connection,65,Louisiana Fiery Hot Pepper Sauce,21,0,"21.05",05/15/1996 0:00:00
EASTC,Ann Devon,Eastern Connection,4,Chef Anton's Cajun Seasoning,25,0,22,12/04/1995 0:00:00
EASTC,Ann Devon,Eastern Connection,5,Chef Anton's Gumbo Mix,30,"0.25","21.35",05/24/1996 0:00:00
EASTC,Ann Devon,Eastern Connection,43,Ipoh Coffee,6,0,46,04/30/1996 0:00:00
EASTC,Ann Devon,Eastern Connection,11,Queso Cabrales,5,0,21,12/04/1995 0:00:00
EASTC,Ann Devon,Eastern Connection,69,Gudbrandsdalsost,30,0,"28.8",12/27/1994 0:00:00
EASTC,Ann Devon,Eastern Connection,33,Geitost,30,0,"2.5",05/15/1996 0:00:00
EASTC,Ann Devon,Eastern Connection,1,Chai,25,"0.25",18,05/24/1996 0:00:00
EASTC,Ann Devon,Eastern Connection,55,Pate chinois,35,0,24,05/28/1996 0:00:00
EASTC,Ann Devon,Eastern Connection,49,Maxilaku,30,0,16,02/01/1995 0:00:00
EASTC,Ann Devon,Eastern Connection,35,Steeleye Stout,35,0,"14.4",02/01/1995 0:00:00
EASTC,Ann Devon,Eastern Connection,71,Flotemysost,5,0,"17.2",12/27/1994 0:00:00
EASTC,Ann Devon,Eastern Connection,29,Thuringer Rostbratwurst,21,0,99,02/01/1995 0:00:00
EASTC,Ann Devon,Eastern Connection,60,Camembert Pierrot,50,0,34,05/28/1996 0:00:00
EASTC,Ann Devon,Eastern Connection,71,Flotemysost,50,0,"21.5",05/15/1996 0:00:00
EASTC,Ann Devon,Eastern Connection,7,Uncle Bob's Organic Dried Pears,40,0,30,05/28/1996 0:00:00
EASTC,Ann Devon,Eastern Connection,7,Uncle Bob's Organic Dried Pears,60,0,30,04/30/1996 0:00:00
EASTC,Ann Devon,Eastern Connection,26,Gumbar Gummibarchen,12,0,"31.23",05/15/1996 0:00:00
EASTC,Ann Devon,Eastern Connection,30,Nord-Ost Matjeshering,15,0,"25.89",06/09/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,63,Vegie-spread,35,0,"43.9",04/25/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,64,Wimmers gute Semmelknodel,35,"0.1","26.6",12/30/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,51,Manjimup Dried Apples,120,"0.05",53,01/15/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,24,Guarana Fantastica,80,0,"4.5",04/25/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,29,Thuringer Rostbratwurst,12,"0.05","123.79",11/09/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,57,Ravioli Angelo,24,0,"19.5",02/16/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,13,Konbu,13,"0.15",6,09/15/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,61,Sirop d'erable,120,"0.25","28.5",08/10/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,46,Spegesild,45,0,"9.6",01/23/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,62,Tarte au sucre,80,"0.15","49.3",09/15/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,14,Tofu,11,"0.15","23.25",07/18/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,24,Guarana Fantastica,30,0,"4.5",04/22/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,59,Raclette Courdavault,70,"0.2",44,03/02/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,28,Rossle Sauerkraut,35,0,"45.6",05/23/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,17,Alice Mutton,45,"0.2","31.2",03/02/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,50,Valkoinen suklaa,22,0,"16.25",06/04/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,57,Ravioli Angelo,25,0,"15.6",12/30/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,28,Rossle Sauerkraut,13,"0.1","36.4",12/30/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,61,Sirop d'erable,66,"0.15","28.5",05/01/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,27,Schoggi Schokolade,30,0,"43.9",04/25/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,17,Alice Mutton,35,"0.25",39,01/24/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,16,Pavlova,21,"0.15","13.9",02/03/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,48,Chocolade,70,"0.15","10.2",02/03/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,45,Rogede sild,27,"0.05","9.5",01/15/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,13,Konbu,65,"0.15",6,02/27/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,18,Carnarvon Tigers,9,0,50,01/13/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,17,Alice Mutton,33,0,39,01/11/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,63,Vegie-spread,65,0,"35.1",02/02/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,28,Rossle Sauerkraut,70,"0.05","45.6",05/08/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,59,Raclette Courdavault,110,0,55,05/13/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,60,Camembert Pierrot,100,0,34,03/20/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,26,Gumbar Gummibarchen,35,"0.15","31.23",09/15/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,60,Camembert Pierrot,60,0,34,02/16/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,16,Pavlova,65,0,"17.45",01/24/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,29,Thuringer Rostbratwurst,14,0,99,01/13/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,17,Alice Mutton,8,"0.05",39,11/09/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,16,Pavlova,60,"0.25","13.9",08/23/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,5,Chef Anton's Gumbo Mix,32,0,17,01/13/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,69,Gudbrandsdalsost,65,"0.25",36,08/10/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,56,Gnocchi di nonna Alice,30,0,"30.4",03/02/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,22,Gustaf's Knackebrod,52,0,21,02/16/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,11,Queso Cabrales,30,0,"16.8",03/14/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,42,Singaporean Hokkien Fried Mee,28,"0.15",14,07/18/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,5,Chef Anton's Gumbo Mix,65,"0.2",17,08/17/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,41,Jack's New England Clam Chowder,13,0,"7.7",12/12/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,42,Singaporean Hokkien Fried Mee,12,"0.05",14,01/15/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,41,Jack's New England Clam Chowder,40,0,"9.65",06/04/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,3,Aniseed Syrup,25,0,10,05/13/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,3,Aniseed Syrup,20,"0.1",10,01/03/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,11,Queso Cabrales,15,0,21,11/09/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,56,Gnocchi di nonna Alice,70,0,38,05/23/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,74,Longlife Tofu,36,"0.25",8,08/23/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,35,Steeleye Stout,30,"0.25",18,08/10/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,21,Sir Rodney's Scones,50,0,8,03/02/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,10,Ikura,100,"0.15",31,02/27/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,55,Pate chinois,65,"0.15",24,05/01/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,39,Chartreuse verte,45,0,18,03/20/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,70,Outback Lager,8,"0.05",15,11/09/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,31,Gorgonzola Telino,60,"0.1",10,01/23/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,74,Longlife Tofu,50,0,8,01/13/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,31,Gorgonzola Telino,24,0,"12.5",04/25/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,65,Louisiana Fiery Hot Pepper Sauce,10,"0.05","16.8",12/12/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,2,Chang,50,"0.2","15.2",08/17/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,21,Sir Rodney's Scones,5,"0.1",8,12/30/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,69,Gudbrandsdalsost,45,"0.2",36,10/13/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,38,Cote de Blaye,20,"0.05","210.8",12/12/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,31,Gorgonzola Telino,16,"0.05","12.5",01/15/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,70,Outback Lager,30,0,15,05/13/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,39,Chartreuse verte,130,"0.1",18,01/03/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,24,Guarana Fantastica,28,0,"3.6",08/23/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,31,Gorgonzola Telino,70,"0.2","12.5",01/11/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,24,Guarana Fantastica,110,0,"4.5",03/20/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,65,Louisiana Fiery Hot Pepper Sauce,39,0,"21.05",05/23/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,33,Geitost,60,0,2,01/13/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,12,Queso Manchego La Pastora,30,0,38,04/22/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,12,Queso Manchego La Pastora,20,0,38,04/25/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,35,Steeleye Stout,40,"0.1","14.4",01/23/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,23,Tunnbrod,60,0,"7.2",02/02/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,64,Wimmers gute Semmelknodel,130,0,"33.25",06/04/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,34,Sasquatch Ale,90,"0.05",14,05/08/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,64,Wimmers gute Semmelknodel,4,0,"33.25",04/22/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,2,Chang,8,0,19,06/04/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,75,Rhonbrau Klosterbier,7,"0.2","7.75",01/11/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,64,Wimmers gute Semmelknodel,30,0,"33.25",02/16/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,71,Flotemysost,21,0,"21.5",05/08/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,32,Mascarpone Fabioli,6,"0.2","25.6",08/17/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,20,Sir Rodney's Marmalade,39,0,81,05/23/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,21,Sir Rodney's Scones,65,0,10,05/01/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,7,Uncle Bob's Organic Dried Pears,18,0,30,04/25/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,40,Boston Crab Meat,91,0,"18.4",03/20/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,75,Rhonbrau Klosterbier,50,0,"7.75",05/23/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,66,Louisiana Hot Spiced Okra,60,0,"13.6",03/14/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,44,Gula Malacca,77,"0.05","15.5",12/12/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,30,Nord-Ost Matjeshering,60,"0.25","20.7",08/23/1994 0:00:00
ERNSH,Roland Mendel,Ernst Handel,12,Queso Manchego La Pastora,36,"0.15",38,09/15/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,71,Flotemysost,14,"0.2","21.5",10/13/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,35,Steeleye Stout,6,0,18,02/16/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,34,Sasquatch Ale,60,"0.15",14,05/01/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,65,Louisiana Fiery Hot Pepper Sauce,65,"0.05","21.05",11/09/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,71,Flotemysost,16,0,"21.5",01/10/1996 0:00:00
ERNSH,Roland Mendel,Ernst Handel,72,Mozzarella di Giovanni,24,"0.1","27.8",01/23/1995 0:00:00
ERNSH,Roland Mendel,Ernst Handel,54,Tourtiere,80,0,"5.9",03/14/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,25,NuNuCa Nuss-Nougat-Creme,10,0,"11.2",12/07/1994 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,53,Perth Pasties,25,"0.05","32.8",09/29/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,47,Zaanse koeken,6,"0.15","9.5",05/22/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,40,Boston Crab Meat,4,0,"14.7",12/07/1994 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,41,Jack's New England Clam Chowder,12,0,"9.65",12/01/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,33,Geitost,50,0,2,02/14/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,19,Teatime Chocolate Biscuits,18,"0.05","7.3",02/14/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,52,Filo Mix,4,0,7,12/01/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,39,Chartreuse verte,50,"0.15","14.4",12/07/1994 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,75,Rhonbrau Klosterbier,50,"0.2","7.75",07/27/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,75,Rhonbrau Klosterbier,6,"0.15","6.2",12/07/1994 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,30,Nord-Ost Matjeshering,30,0,"25.89",09/29/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,54,Tourtiere,30,0,"7.45",09/29/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,24,Guarana Fantastica,10,"0.15","4.5",05/22/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,60,Camembert Pierrot,12,"0.15",34,05/22/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,55,Pate chinois,6,0,24,12/01/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,24,Guarana Fantastica,15,0,"3.6",01/18/1995 0:00:00
FAMIA,Aria Cruz,Familia Arquibaldo,34,Sasquatch Ale,10,0,"11.2",01/18/1995 0:00:00
